TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price_x,CalculatedTotal,CustomerName,Region,SignupDate,ProductName,Category,Price_y
T00204,C0161,P007,31-01-2024 1.11,2,840.3,420.15,840.3,Jessica Warren,Asia,14-03-2022,SoundWave Cookbook,Books,420.15
T00309,C0103,P007,28-08-2024 5.03,2,840.3,420.15,840.3,Jennifer Munoz,Europe,15-05-2022,SoundWave Cookbook,Books,420.15
T00421,C0047,P007,04-01-2024 7.47,1,420.15,420.15,420.15,Samantha Frank,North America,22-03-2024,SoundWave Cookbook,Books,420.15
T00565,C0156,P007,15-12-2024 0.35,2,840.3,420.15,840.3,William Adams,North America,19-08-2023,SoundWave Cookbook,Books,420.15
T00741,C0079,P007,22-02-2024 15.13,2,840.3,420.15,840.3,Brian Murillo,North America,02-02-2022,SoundWave Cookbook,Books,420.15
T00945,C0193,P007,22-05-2024 21.58,3,1260.45,420.15,1260.45,Douglas Torres,Asia,03-02-2023,SoundWave Cookbook,Books,420.15
T00021,C0145,P038,11-01-2024 9.47,2,294.44,147.22,294.44,Wayne Stone,Asia,13-01-2023,TechPro Vase,Home Decor,147.22
T00032,C0109,P038,07-11-2024 1.47,4,588.88,147.22,588.88,Abigail Jones,North America,09-05-2022,TechPro Vase,Home Decor,147.22
T00251,C0004,P038,03-08-2024 6.21,3,441.66,147.22,441.66,Kathleen Rodriguez,South America,09-10-2022,TechPro Vase,Home Decor,147.22
T00323,C0082,P038,22-09-2024 7.51,4,588.88,147.22,588.88,Aimee Taylor,South America,13-05-2022,TechPro Vase,Home Decor,147.22
T00374,C0181,P038,27-12-2024 17.31,2,294.44,147.22,294.44,Alexander Barker,South America,16-11-2023,TechPro Vase,Home Decor,147.22
T00432,C0065,P038,13-12-2024 21.18,3,441.66,147.22,441.66,Gerald Hines,North America,10-07-2024,TechPro Vase,Home Decor,147.22
T00434,C0025,P038,09-05-2024 3.14,4,588.88,147.22,588.88,Gregory Odom,South America,04-07-2022,TechPro Vase,Home Decor,147.22
T00726,C0111,P038,12-12-2024 18.56,1,147.22,147.22,147.22,Roger David,Europe,13-11-2024,TechPro Vase,Home Decor,147.22
T00728,C0160,P038,08-02-2024 22.57,1,147.22,147.22,147.22,Jodi Cook,North America,05-04-2022,TechPro Vase,Home Decor,147.22
T00785,C0159,P038,26-03-2024 0.51,1,147.22,147.22,147.22,Austin Miller,Asia,06-08-2022,TechPro Vase,Home Decor,147.22
T00814,C0093,P038,08-09-2024 16.26,1,147.22,147.22,147.22,Nancy Walker,Asia,13-07-2024,TechPro Vase,Home Decor,147.22
T00863,C0008,P038,08-11-2024 20.46,1,147.22,147.22,147.22,David Li,North America,13-01-2024,TechPro Vase,Home Decor,147.22
T00913,C0117,P038,08-02-2024 17.57,1,147.22,147.22,147.22,Jeffrey Mcmahon,North America,22-11-2024,TechPro Vase,Home Decor,147.22
T00022,C0061,P085,19-08-2024 8.16,3,1249.05,416.35,1249.05,Brandon Escobar,Europe,06-03-2023,BookWorld Biography,Books,416.35
T00052,C0090,P085,25-02-2024 18.56,3,1249.05,416.35,1249.05,Charles Hamilton,Asia,17-10-2023,BookWorld Biography,Books,416.35
T00330,C0028,P085,15-05-2024 10.49,3,1249.05,416.35,1249.05,Jennifer Pena,Asia,29-06-2024,BookWorld Biography,Books,416.35
T00401,C0189,P085,11-11-2024 16.53,3,1249.05,416.35,1249.05,Sherri Dixon,North America,22-01-2024,BookWorld Biography,Books,416.35
T00435,C0037,P085,16-05-2024 16.00,4,1665.4,416.35,1665.4,Linda Smith,Europe,04-02-2023,BookWorld Biography,Books,416.35
T00475,C0145,P085,28-09-2024 22.39,2,832.7,416.35,832.7,Wayne Stone,Asia,13-01-2023,BookWorld Biography,Books,416.35
T00504,C0021,P085,05-04-2024 3.20,1,416.35,416.35,416.35,Robert Blanchard,Asia,17-04-2023,BookWorld Biography,Books,416.35
T00829,C0099,P085,23-12-2024 18.22,4,1665.4,416.35,1665.4,Rodney Eaton,South America,29-01-2023,BookWorld Biography,Books,416.35
T00023,C0012,P061,18-06-2024 10.55,4,627.84,156.96,627.84,Kevin May,South America,07-08-2024,HomeSense Desk Lamp,Home Decor,156.96
T00128,C0167,P061,01-10-2024 14.05,3,470.88,156.96,470.88,Brandy Welch,Europe,27-01-2024,HomeSense Desk Lamp,Home Decor,156.96
T00361,C0052,P061,01-09-2024 11.18,4,627.84,156.96,627.84,Stanley Aguirre,South America,20-02-2024,HomeSense Desk Lamp,Home Decor,156.96
T00403,C0114,P061,21-02-2024 15.52,4,627.84,156.96,627.84,Benjamin Anderson,Europe,18-11-2024,HomeSense Desk Lamp,Home Decor,156.96
T00422,C0163,P061,11-05-2024 7.45,3,470.88,156.96,470.88,Tiffany Cain,South America,08-06-2023,HomeSense Desk Lamp,Home Decor,156.96
T00458,C0102,P061,25-06-2024 22.40,1,156.96,156.96,156.96,Michael Atkinson,South America,16-09-2022,HomeSense Desk Lamp,Home Decor,156.96
T00476,C0119,P061,07-02-2024 4.03,1,156.96,156.96,156.96,David Armstrong,Europe,13-11-2023,HomeSense Desk Lamp,Home Decor,156.96
T00553,C0038,P061,12-12-2024 18.55,1,156.96,156.96,156.96,Jeffrey Perkins,North America,16-04-2022,HomeSense Desk Lamp,Home Decor,156.96
T00655,C0182,P061,28-04-2024 2.14,4,627.84,156.96,627.84,Joshua Preston,Europe,28-12-2024,HomeSense Desk Lamp,Home Decor,156.96
T00696,C0065,P061,05-03-2024 18.21,3,470.88,156.96,470.88,Gerald Hines,North America,10-07-2024,HomeSense Desk Lamp,Home Decor,156.96
T00731,C0200,P061,15-07-2024 20.36,4,627.84,156.96,627.84,Kelly Cross,Asia,11-06-2023,HomeSense Desk Lamp,Home Decor,156.96
T00791,C0052,P061,09-01-2024 13.32,2,313.92,156.96,313.92,Stanley Aguirre,South America,20-02-2024,HomeSense Desk Lamp,Home Decor,156.96
T00795,C0178,P061,21-12-2024 0.45,1,156.96,156.96,156.96,Carol Williams,Asia,19-11-2023,HomeSense Desk Lamp,Home Decor,156.96
T00834,C0090,P061,16-05-2024 1.56,3,470.88,156.96,470.88,Charles Hamilton,Asia,17-10-2023,HomeSense Desk Lamp,Home Decor,156.96
T00840,C0018,P061,28-03-2024 17.43,3,470.88,156.96,470.88,Tyler Haynes,North America,21-09-2024,HomeSense Desk Lamp,Home Decor,156.96
T00869,C0081,P061,30-12-2023 15.29,2,313.92,156.96,313.92,Kimberly Turner,Europe,24-02-2024,HomeSense Desk Lamp,Home Decor,156.96
T00024,C0006,P084,13-06-2024 10.35,3,1013.73,337.91,1013.73,Brittany Palmer,South America,07-01-2024,ActiveWear Wall Art,Home Decor,337.91
T00100,C0197,P084,08-05-2024 15.48,3,1013.73,337.91,1013.73,Christina Harvey,Europe,21-03-2023,ActiveWear Wall Art,Home Decor,337.91
T00202,C0100,P084,31-01-2024 14.10,1,337.91,337.91,337.91,Clinton Gomez,Europe,16-03-2023,ActiveWear Wall Art,Home Decor,337.91
T00235,C0116,P084,31-01-2024 11.17,2,675.82,337.91,675.82,James Martinez,North America,11-09-2024,ActiveWear Wall Art,Home Decor,337.91
T00265,C0122,P084,19-03-2024 0.50,1,337.91,337.91,337.91,Corey Ruiz,North America,06-05-2022,ActiveWear Wall Art,Home Decor,337.91
T00346,C0149,P084,09-04-2024 16.45,4,1351.64,337.91,1351.64,Tina Wilson,Europe,21-01-2023,ActiveWear Wall Art,Home Decor,337.91
T00444,C0127,P084,08-02-2024 3.30,1,337.91,337.91,337.91,Kathryn Stevens,Europe,04-04-2024,ActiveWear Wall Art,Home Decor,337.91
T00752,C0178,P084,25-04-2024 22.21,4,1351.64,337.91,1351.64,Carol Williams,Asia,19-11-2023,ActiveWear Wall Art,Home Decor,337.91
T00753,C0075,P084,06-12-2024 1.59,4,1351.64,337.91,1351.64,Misty Higgins,Europe,01-05-2023,ActiveWear Wall Art,Home Decor,337.91
T00862,C0106,P084,06-05-2024 7.02,2,675.82,337.91,675.82,Amanda Mcguire,Asia,22-09-2022,ActiveWear Wall Art,Home Decor,337.91
T00940,C0059,P084,14-09-2024 15.29,4,1351.64,337.91,1351.64,Mrs. Kimberly Wright,North America,07-04-2024,ActiveWear Wall Art,Home Decor,337.91
T00958,C0026,P084,07-10-2024 21.52,3,1013.73,337.91,1013.73,Sara Miller,North America,03-05-2024,ActiveWear Wall Art,Home Decor,337.91
T00990,C0195,P084,18-08-2024 21.30,2,675.82,337.91,675.82,Jeremy Mclaughlin,South America,17-09-2024,ActiveWear Wall Art,Home Decor,337.91
T00025,C0027,P003,11-10-2024 21.32,4,176.48,44.12,176.48,Justin Heath,Asia,09-11-2022,ComfortLiving Biography,Books,44.12
T00102,C0153,P003,20-07-2024 16.04,2,88.24,44.12,88.24,Justin Smith,South America,20-03-2022,ComfortLiving Biography,Books,44.12
T00242,C0178,P003,08-10-2024 6.27,1,44.12,44.12,44.12,Carol Williams,Asia,19-11-2023,ComfortLiving Biography,Books,44.12
T00381,C0109,P003,16-08-2024 19.39,4,176.48,44.12,176.48,Abigail Jones,North America,09-05-2022,ComfortLiving Biography,Books,44.12
T00430,C0135,P003,16-05-2024 3.37,2,88.24,44.12,88.24,Toni Weaver,Europe,23-08-2022,ComfortLiving Biography,Books,44.12
T00574,C0172,P003,23-07-2024 20.01,1,44.12,44.12,44.12,Jamie Webb,Europe,09-09-2024,ComfortLiving Biography,Books,44.12
T00600,C0101,P003,02-01-2024 11.26,3,132.36,44.12,132.36,Kelsey Roberts,Asia,30-09-2023,ComfortLiving Biography,Books,44.12
T00633,C0137,P003,20-03-2024 23.29,3,132.36,44.12,132.36,Robert Gardner,South America,09-04-2024,ComfortLiving Biography,Books,44.12
T00686,C0012,P003,12-05-2024 12.53,4,176.48,44.12,176.48,Kevin May,South America,07-08-2024,ComfortLiving Biography,Books,44.12
T00826,C0169,P003,20-07-2024 11.22,2,88.24,44.12,88.24,Jennifer Shaw,South America,13-04-2023,ComfortLiving Biography,Books,44.12
T00914,C0094,P003,10-03-2024 12.10,2,88.24,44.12,88.24,Emily Trevino,North America,16-09-2023,ComfortLiving Biography,Books,44.12
T00991,C0111,P003,26-01-2024 22.34,3,132.36,44.12,132.36,Roger David,Europe,13-11-2024,ComfortLiving Biography,Books,44.12
T00026,C0136,P051,01-02-2024 8.58,3,195.48,65.16,195.48,Kristen Holder,Asia,14-03-2024,ComfortLiving Desk Lamp,Home Decor,65.16
T00044,C0046,P051,09-03-2024 9.06,3,195.48,65.16,195.48,Beth Cardenas,North America,23-10-2024,ComfortLiving Desk Lamp,Home Decor,65.16
T00079,C0147,P051,09-05-2024 16.33,1,65.16,65.16,65.16,Hunter Fuller,South America,16-05-2022,ComfortLiving Desk Lamp,Home Decor,65.16
T00169,C0152,P051,09-06-2024 15.20,1,65.16,65.16,65.16,Justin Evans,South America,19-04-2022,ComfortLiving Desk Lamp,Home Decor,65.16
T00297,C0131,P051,18-01-2024 1.32,3,195.48,65.16,195.48,Scott Wilson,North America,05-06-2022,ComfortLiving Desk Lamp,Home Decor,65.16
T00386,C0116,P051,03-09-2024 3.40,4,260.64,65.16,260.64,James Martinez,North America,11-09-2024,ComfortLiving Desk Lamp,Home Decor,65.16
T00590,C0157,P051,04-05-2024 20.38,2,130.32,65.16,130.32,Miguel Wong,North America,30-01-2024,ComfortLiving Desk Lamp,Home Decor,65.16
T00607,C0175,P051,04-10-2024 1.18,4,260.64,65.16,260.64,Matthew Johnson,Asia,16-04-2022,ComfortLiving Desk Lamp,Home Decor,65.16
T00856,C0043,P051,19-09-2024 14.24,2,130.32,65.16,130.32,Sandy Short MD,Asia,05-02-2023,ComfortLiving Desk Lamp,Home Decor,65.16
T00957,C0076,P051,21-02-2024 4.21,3,195.48,65.16,195.48,Emily Roberts,South America,11-02-2024,ComfortLiving Desk Lamp,Home Decor,65.16
T00027,C0124,P086,30-03-2024 21.17,2,881.4,440.7,881.4,Lindsay Perez,Europe,26-08-2024,SoundWave Novel,Books,440.7
T00069,C0021,P086,13-01-2024 0.48,4,1762.8,440.7,1762.8,Robert Blanchard,Asia,17-04-2023,SoundWave Novel,Books,440.7
T00193,C0041,P086,10-06-2024 11.46,4,1762.8,440.7,1762.8,Lindsey Deleon,Europe,27-12-2023,SoundWave Novel,Books,440.7
T00420,C0057,P086,31-07-2024 21.34,4,1762.8,440.7,1762.8,Elizabeth Nguyen,Europe,27-07-2024,SoundWave Novel,Books,440.7
T00493,C0126,P086,28-11-2024 19.01,4,1762.8,440.7,1762.8,Caitlin Brown,South America,20-02-2024,SoundWave Novel,Books,440.7
T00587,C0165,P086,09-08-2024 8.58,4,1762.8,440.7,1762.8,Juan Mcdaniel,South America,09-04-2022,SoundWave Novel,Books,440.7
T00691,C0171,P086,13-01-2024 11.31,3,1322.1,440.7,1322.1,Michael Cowan,South America,16-12-2022,SoundWave Novel,Books,440.7
T00813,C0006,P086,07-10-2024 4.07,3,1322.1,440.7,1322.1,Brittany Palmer,South America,07-01-2024,SoundWave Novel,Books,440.7
T00896,C0093,P086,26-03-2024 18.01,1,440.7,440.7,440.7,Nancy Walker,Asia,13-07-2024,SoundWave Novel,Books,440.7
T00028,C0106,P047,27-11-2024 5.40,2,318.66,159.33,318.66,Amanda Mcguire,Asia,22-09-2022,ComfortLiving Cookware Set,Home Decor,159.33
T00047,C0136,P047,23-04-2024 17.09,4,637.32,159.33,637.32,Kristen Holder,Asia,14-03-2024,ComfortLiving Cookware Set,Home Decor,159.33
T00107,C0175,P047,25-09-2024 20.31,3,477.99,159.33,477.99,Matthew Johnson,Asia,16-04-2022,ComfortLiving Cookware Set,Home Decor,159.33
T00197,C0075,P047,21-02-2024 11.11,4,637.32,159.33,637.32,Misty Higgins,Europe,01-05-2023,ComfortLiving Cookware Set,Home Decor,159.33
T00352,C0046,P047,09-09-2024 4.31,2,318.66,159.33,318.66,Beth Cardenas,North America,23-10-2024,ComfortLiving Cookware Set,Home Decor,159.33
T00443,C0128,P047,26-05-2024 8.08,2,318.66,159.33,318.66,Henry Leach,Asia,29-05-2023,ComfortLiving Cookware Set,Home Decor,159.33
T00524,C0014,P047,17-01-2024 18.31,2,318.66,159.33,318.66,Deborah Wilcox,Europe,22-06-2024,ComfortLiving Cookware Set,Home Decor,159.33
T00531,C0022,P047,10-07-2024 7.04,1,159.33,159.33,159.33,Teresa Esparza,Asia,27-10-2023,ComfortLiving Cookware Set,Home Decor,159.33
T00539,C0159,P047,13-12-2024 17.21,4,637.32,159.33,637.32,Austin Miller,Asia,06-08-2022,ComfortLiving Cookware Set,Home Decor,159.33
T00897,C0195,P047,30-04-2024 14.23,3,477.99,159.33,477.99,Jeremy Mclaughlin,South America,17-09-2024,ComfortLiving Cookware Set,Home Decor,159.33
T00029,C0193,P068,12-02-2024 3.10,3,1341.69,447.23,1341.69,Douglas Torres,Asia,03-02-2023,TechPro Novel,Books,447.23
T00071,C0059,P068,24-10-2024 0.10,1,447.23,447.23,447.23,Mrs. Kimberly Wright,North America,07-04-2024,TechPro Novel,Books,447.23
T00118,C0082,P068,30-11-2024 7.11,3,1341.69,447.23,1341.69,Aimee Taylor,South America,13-05-2022,TechPro Novel,Books,447.23
T00156,C0081,P068,08-11-2024 18.02,1,447.23,447.23,447.23,Kimberly Turner,Europe,24-02-2024,TechPro Novel,Books,447.23
T00199,C0160,P068,07-01-2024 9.51,1,447.23,447.23,447.23,Jodi Cook,North America,05-04-2022,TechPro Novel,Books,447.23
T00287,C0165,P068,26-12-2024 6.46,4,1788.92,447.23,1788.92,Juan Mcdaniel,South America,09-04-2022,TechPro Novel,Books,447.23
T00308,C0139,P068,29-09-2024 13.03,2,894.46,447.23,894.46,Ricky Gutierrez,North America,14-03-2022,TechPro Novel,Books,447.23
T00425,C0008,P068,01-08-2024 14.20,1,447.23,447.23,447.23,David Li,North America,13-01-2024,TechPro Novel,Books,447.23
T00447,C0035,P068,30-09-2024 17.00,3,1341.69,447.23,1341.69,Brianna Richardson,North America,01-10-2024,TechPro Novel,Books,447.23
T00450,C0104,P068,23-08-2024 2.14,1,447.23,447.23,447.23,Laura Bennett,South America,10-02-2022,TechPro Novel,Books,447.23
T00833,C0187,P068,09-01-2024 11.36,3,1341.69,447.23,1341.69,Kayla Kelly,South America,02-08-2024,TechPro Novel,Books,447.23
T00030,C0185,P092,20-08-2024 5.30,3,1167.6,389.2,1167.6,Kathleen Logan,North America,17-10-2023,BookWorld Running Shoes,Clothing,389.2
T00340,C0098,P092,02-07-2024 5.35,2,778.4,389.2,778.4,Laura Gilbert,North America,21-10-2024,BookWorld Running Shoes,Clothing,389.2
T00410,C0042,P092,30-10-2024 12.42,4,1556.8,389.2,1556.8,Heather Riley,North America,15-03-2023,BookWorld Running Shoes,Clothing,389.2
T00426,C0026,P092,20-03-2024 10.30,1,389.2,389.2,389.2,Sara Miller,North America,03-05-2024,BookWorld Running Shoes,Clothing,389.2
T00439,C0141,P092,01-07-2024 14.11,4,1556.8,389.2,1556.8,Paul Parsons,Europe,23-02-2023,BookWorld Running Shoes,Clothing,389.2
T00618,C0103,P092,04-03-2024 4.39,1,389.2,389.2,389.2,Jennifer Munoz,Europe,15-05-2022,BookWorld Running Shoes,Clothing,389.2
T00652,C0149,P092,27-04-2024 1.00,4,1556.8,389.2,1556.8,Tina Wilson,Europe,21-01-2023,BookWorld Running Shoes,Clothing,389.2
T00676,C0081,P092,04-09-2024 2.55,4,1556.8,389.2,1556.8,Kimberly Turner,Europe,24-02-2024,BookWorld Running Shoes,Clothing,389.2
T00678,C0142,P092,24-12-2024 20.00,3,1167.6,389.2,1167.6,Nicole Long DVM,Asia,08-02-2024,BookWorld Running Shoes,Clothing,389.2
T00031,C0093,P076,31-08-2024 18.20,3,1287.87,429.29,1287.87,Nancy Walker,Asia,13-07-2024,ActiveWear Jeans,Clothing,429.29
T00106,C0158,P076,12-09-2024 9.25,4,1717.16,429.29,1717.16,Wendy Browning,South America,12-04-2023,ActiveWear Jeans,Clothing,429.29
T00149,C0093,P076,13-07-2024 13.50,4,1717.16,429.29,1717.16,Nancy Walker,Asia,13-07-2024,ActiveWear Jeans,Clothing,429.29
T00240,C0113,P076,24-01-2024 2.35,1,429.29,429.29,429.29,Joseph Ortiz Jr.,South America,17-06-2022,ActiveWear Jeans,Clothing,429.29
T00487,C0159,P076,21-07-2024 4.34,3,1287.87,429.29,1287.87,Austin Miller,Asia,06-08-2022,ActiveWear Jeans,Clothing,429.29
T00614,C0042,P076,28-04-2024 14.38,1,429.29,429.29,429.29,Heather Riley,North America,15-03-2023,ActiveWear Jeans,Clothing,429.29
T00694,C0188,P076,30-06-2024 8.52,4,1717.16,429.29,1717.16,Anna Ball,South America,17-05-2022,ActiveWear Jeans,Clothing,429.29
T00709,C0175,P076,30-09-2024 5.29,1,429.29,429.29,429.29,Matthew Johnson,Asia,16-04-2022,ActiveWear Jeans,Clothing,429.29
T00754,C0143,P076,30-01-2024 13.30,3,1287.87,429.29,1287.87,Brian Parker,Asia,27-05-2024,ActiveWear Jeans,Clothing,429.29
T00894,C0155,P076,12-09-2024 9.37,2,858.58,429.29,858.58,Michelle Brown,South America,23-03-2023,ActiveWear Jeans,Clothing,429.29
T00033,C0099,P036,17-12-2024 22.52,2,745.1,372.55,745.1,Rodney Eaton,South America,29-01-2023,BookWorld Jacket,Clothing,372.55
T00080,C0139,P036,09-04-2024 7.47,1,372.55,372.55,372.55,Ricky Gutierrez,North America,14-03-2022,BookWorld Jacket,Clothing,372.55
T00312,C0092,P036,27-01-2024 16.35,1,372.55,372.55,372.55,Jacqueline Zamora,Asia,29-05-2024,BookWorld Jacket,Clothing,372.55
T00316,C0141,P036,03-12-2024 18.01,2,745.1,372.55,745.1,Paul Parsons,Europe,23-02-2023,BookWorld Jacket,Clothing,372.55
T00376,C0092,P036,21-10-2024 4.58,4,1490.2,372.55,1490.2,Jacqueline Zamora,Asia,29-05-2024,BookWorld Jacket,Clothing,372.55
T00407,C0067,P036,17-10-2024 2.10,1,372.55,372.55,372.55,Carl Gonzalez,North America,06-07-2023,BookWorld Jacket,Clothing,372.55
T00469,C0083,P036,14-04-2024 12.03,1,372.55,372.55,372.55,Christina Stark,South America,07-04-2022,BookWorld Jacket,Clothing,372.55
T00517,C0010,P036,16-11-2024 18.14,3,1117.65,372.55,1117.65,Aaron Cox,Europe,15-12-2022,BookWorld Jacket,Clothing,372.55
T00616,C0101,P036,07-12-2024 12.23,2,745.1,372.55,745.1,Kelsey Roberts,Asia,30-09-2023,BookWorld Jacket,Clothing,372.55
T00659,C0013,P036,03-11-2024 5.30,3,1117.65,372.55,1117.65,Lauren Buchanan,South America,19-05-2024,BookWorld Jacket,Clothing,372.55
T00690,C0029,P036,26-12-2024 1.49,3,1117.65,372.55,1117.65,Erin Manning,North America,16-04-2022,BookWorld Jacket,Clothing,372.55
T00925,C0093,P036,04-04-2024 3.50,1,372.55,372.55,372.55,Nancy Walker,Asia,13-07-2024,BookWorld Jacket,Clothing,372.55
T00036,C0035,P013,17-01-2024 12.40,1,114.2,114.2,114.2,Brianna Richardson,North America,01-10-2024,BookWorld Smartwatch,Electronics,114.2
T00097,C0045,P013,08-06-2024 14.47,4,456.8,114.2,456.8,Michael Williams,Asia,25-02-2022,BookWorld Smartwatch,Electronics,114.2
T00144,C0084,P013,24-01-2024 9.21,1,114.2,114.2,114.2,Belinda Garner,Asia,17-09-2024,BookWorld Smartwatch,Electronics,114.2
T00201,C0118,P013,14-11-2024 13.58,1,114.2,114.2,114.2,Jacob Holt,South America,22-01-2022,BookWorld Smartwatch,Electronics,114.2
T00498,C0039,P013,27-10-2024 5.26,1,114.2,114.2,114.2,Angela Harris,South America,13-10-2024,BookWorld Smartwatch,Electronics,114.2
T00544,C0075,P013,13-06-2024 7.28,3,342.6,114.2,342.6,Misty Higgins,Europe,01-05-2023,BookWorld Smartwatch,Electronics,114.2
T00560,C0069,P013,09-05-2024 9.15,3,342.6,114.2,342.6,Stacy Foster,Europe,03-12-2023,BookWorld Smartwatch,Electronics,114.2
T00697,C0084,P013,16-10-2024 6.10,3,342.6,114.2,342.6,Belinda Garner,Asia,17-09-2024,BookWorld Smartwatch,Electronics,114.2
T00738,C0157,P013,19-03-2024 16.14,3,342.6,114.2,342.6,Miguel Wong,North America,30-01-2024,BookWorld Smartwatch,Electronics,114.2
T00803,C0197,P013,13-01-2024 4.52,4,456.8,114.2,456.8,Christina Harvey,Europe,21-03-2023,BookWorld Smartwatch,Electronics,114.2
T00919,C0091,P013,10-03-2024 12.56,3,342.6,114.2,342.6,Lisa Kirk,South America,16-03-2023,BookWorld Smartwatch,Electronics,114.2
T00038,C0084,P058,05-09-2024 8.46,2,315.24,157.62,315.24,Belinda Garner,Asia,17-09-2024,ActiveWear Textbook,Books,157.62
T00124,C0076,P058,07-02-2024 1.32,3,472.86,157.62,472.86,Emily Roberts,South America,11-02-2024,ActiveWear Textbook,Books,157.62
T00227,C0049,P058,25-04-2024 18.50,2,315.24,157.62,315.24,Jason Yates,North America,18-09-2024,ActiveWear Textbook,Books,157.62
T00365,C0102,P058,09-04-2024 18.48,4,630.48,157.62,630.48,Michael Atkinson,South America,16-09-2022,ActiveWear Textbook,Books,157.62
T00404,C0022,P058,17-09-2024 15.12,2,315.24,157.62,315.24,Teresa Esparza,Asia,27-10-2023,ActiveWear Textbook,Books,157.62
T00416,C0152,P058,13-01-2024 10.46,1,157.62,157.62,157.62,Justin Evans,South America,19-04-2022,ActiveWear Textbook,Books,157.62
T00471,C0102,P058,12-01-2024 17.34,4,630.48,157.62,630.48,Michael Atkinson,South America,16-09-2022,ActiveWear Textbook,Books,157.62
T00566,C0139,P058,30-07-2024 11.43,2,315.24,157.62,315.24,Ricky Gutierrez,North America,14-03-2022,ActiveWear Textbook,Books,157.62
T00662,C0118,P058,08-11-2024 12.43,1,157.62,157.62,157.62,Jacob Holt,South America,22-01-2022,ActiveWear Textbook,Books,157.62
T00667,C0047,P058,26-04-2024 14.16,2,315.24,157.62,315.24,Samantha Frank,North America,22-03-2024,ActiveWear Textbook,Books,157.62
T00681,C0153,P058,05-09-2024 7.22,4,630.48,157.62,630.48,Justin Smith,South America,20-03-2022,ActiveWear Textbook,Books,157.62
T00824,C0156,P058,20-05-2024 12.30,1,157.62,157.62,157.62,William Adams,North America,19-08-2023,ActiveWear Textbook,Books,157.62
T00981,C0112,P058,10-07-2024 2.32,4,630.48,157.62,630.48,Brian Adkins,South America,07-07-2022,ActiveWear Textbook,Books,157.62
T00039,C0056,P050,16-10-2024 1.04,2,875.3,437.65,875.3,Erika Fernandez,Asia,12-04-2024,ActiveWear Smartwatch,Electronics,437.65
T00191,C0172,P050,21-11-2024 12.52,1,437.65,437.65,437.65,Jamie Webb,Europe,09-09-2024,ActiveWear Smartwatch,Electronics,437.65
T00328,C0085,P050,04-09-2024 11.39,3,1312.95,437.65,1312.95,Richard Brown,South America,22-09-2024,ActiveWear Smartwatch,Electronics,437.65
T00345,C0140,P050,07-08-2024 9.24,4,1750.6,437.65,1750.6,Gregory Estrada,Asia,01-07-2023,ActiveWear Smartwatch,Electronics,437.65
T00362,C0096,P050,31-01-2024 7.07,2,875.3,437.65,875.3,Benjamin Mcclure,South America,18-11-2022,ActiveWear Smartwatch,Electronics,437.65
T00542,C0098,P050,17-04-2024 0.48,1,437.65,437.65,437.65,Laura Gilbert,North America,21-10-2024,ActiveWear Smartwatch,Electronics,437.65
T00718,C0007,P050,20-02-2024 9.22,1,437.65,437.65,437.65,Paul Graves,Asia,18-06-2022,ActiveWear Smartwatch,Electronics,437.65
T00770,C0181,P050,16-09-2024 21.24,2,875.3,437.65,875.3,Alexander Barker,South America,16-11-2023,ActiveWear Smartwatch,Electronics,437.65
T00859,C0162,P050,11-01-2024 14.19,3,1312.95,437.65,1312.95,Edwin Watson,Asia,29-03-2022,ActiveWear Smartwatch,Electronics,437.65
T00902,C0009,P050,12-10-2024 4.57,1,437.65,437.65,437.65,Joy Clark,Europe,14-08-2023,ActiveWear Smartwatch,Electronics,437.65
T00904,C0155,P050,17-01-2024 3.47,1,437.65,437.65,437.65,Michelle Brown,South America,23-03-2023,ActiveWear Smartwatch,Electronics,437.65
T00979,C0112,P050,08-05-2024 3.42,3,1312.95,437.65,1312.95,Brian Adkins,South America,07-07-2022,ActiveWear Smartwatch,Electronics,437.65
T00984,C0156,P050,04-05-2024 11.33,4,1750.6,437.65,1750.6,William Adams,North America,19-08-2023,ActiveWear Smartwatch,Electronics,437.65
T00040,C0177,P030,27-06-2024 19.13,4,1111.44,277.86,1111.44,Julia Kelly,Asia,01-06-2024,ActiveWear Cookbook,Books,277.86
T00268,C0170,P030,20-05-2024 10.53,1,277.86,277.86,277.86,Logan Harris,Europe,13-09-2023,ActiveWear Cookbook,Books,277.86
T00303,C0085,P030,11-10-2024 20.08,1,277.86,277.86,277.86,Richard Brown,South America,22-09-2024,ActiveWear Cookbook,Books,277.86
T00491,C0136,P030,07-06-2024 8.52,4,1111.44,277.86,1111.44,Kristen Holder,Asia,14-03-2024,ActiveWear Cookbook,Books,277.86
T00511,C0081,P030,26-05-2024 5.56,3,833.58,277.86,833.58,Kimberly Turner,Europe,24-02-2024,ActiveWear Cookbook,Books,277.86
T00604,C0011,P030,10-08-2024 15.04,1,277.86,277.86,277.86,Bryan Mathews,South America,12-12-2022,ActiveWear Cookbook,Books,277.86
T00647,C0018,P030,03-08-2024 19.15,4,1111.44,277.86,1111.44,Tyler Haynes,North America,21-09-2024,ActiveWear Cookbook,Books,277.86
T00810,C0046,P030,06-01-2024 13.22,1,277.86,277.86,277.86,Beth Cardenas,North America,23-10-2024,ActiveWear Cookbook,Books,277.86
